Wycliffe-005-001r-2010-col1.jpg,0,0,130,273,unlabeled
Wycliffe-005-001r-2010-col1.jpg,0,273,130,429,unlabeled
Wycliffe-005-001r-2010-col1.jpg,0,429,130,569,unlabeled
Wycliffe-005-001r-2010-col1.jpg,0,569,130,748,unlabeled
Wycliffe-005-001r-2010-col1.jpg,0,748,130,851,unlabeled
Wycliffe-005-001r-2010-col1.jpg,0,851,130,1050,unlabeled
Wycliffe-005-001r-2010-col1.jpg,0,1050,130,1151,unlabeled
Wycliffe-005-001r-2010-col1.jpg,0,1151,130,1248,unlabeled
Wycliffe-005-001r-2010-col1.jpg,0,1248,130,1335,unlabeled
Wycliffe-005-001r-2010-col1.jpg,0,1335,130,1444,unlabeled
Wycliffe-005-001r-2010-col1.jpg,130,0,239,586,unlabeled
Wycliffe-005-001r-2010-col1.jpg,130,586,239,682,unlabeled
Wycliffe-005-001r-2010-col1.jpg,130,682,239,779,unlabeled
Wycliffe-005-001r-2010-col1.jpg,130,779,239,956,unlabeled
Wycliffe-005-001r-2010-col1.jpg,130,956,239,1210,unlabeled
Wycliffe-005-001r-2010-col1.jpg,130,1210,239,1293,unlabeled
Wycliffe-005-001r-2010-col1.jpg,130,1293,239,1390,unlabeled
Wycliffe-005-001r-2010-col1.jpg,130,1390,239,1554,unlabeled
Wycliffe-005-001r-2010-col1.jpg,239,0,329,309,unlabeled
Wycliffe-005-001r-2010-col1.jpg,239,309,329,422,unlabeled
Wycliffe-005-001r-2010-col1.jpg,239,422,329,772,unlabeled
Wycliffe-005-001r-2010-col1.jpg,239,772,329,974,unlabeled
Wycliffe-005-001r-2010-col1.jpg,239,974,329,1128,unlabeled
Wycliffe-005-001r-2010-col1.jpg,239,1128,329,1261,unlabeled
Wycliffe-005-001r-2010-col1.jpg,239,1261,329,1372,unlabeled
Wycliffe-005-001r-2010-col1.jpg,239,1372,329,1574,unlabeled
Wycliffe-005-001r-2010-col1.jpg,329,0,433,127,unlabeled
Wycliffe-005-001r-2010-col1.jpg,329,127,433,191,unlabeled
Wycliffe-005-001r-2010-col1.jpg,329,191,433,703,unlabeled
Wycliffe-005-001r-2010-col1.jpg,329,703,433,891,unlabeled
Wycliffe-005-001r-2010-col1.jpg,329,891,433,1130,unlabeled
Wycliffe-005-001r-2010-col1.jpg,329,1130,433,1221,unlabeled
Wycliffe-005-001r-2010-col1.jpg,329,1221,433,1390,unlabeled
Wycliffe-005-001r-2010-col1.jpg,329,1390,433,1573,unlabeled
Wycliffe-005-001r-2010-col1.jpg,433,0,534,134,unlabeled
Wycliffe-005-001r-2010-col1.jpg,433,134,534,278,unlabeled
Wycliffe-005-001r-2010-col1.jpg,433,278,534,580,unlabeled
Wycliffe-005-001r-2010-col1.jpg,433,580,534,815,unlabeled
Wycliffe-005-001r-2010-col1.jpg,433,815,534,1031,unlabeled
Wycliffe-005-001r-2010-col1.jpg,433,1031,534,1263,unlabeled
Wycliffe-005-001r-2010-col1.jpg,433,1263,534,1376,unlabeled
Wycliffe-005-001r-2010-col1.jpg,534,0,630,266,unlabeled
Wycliffe-005-001r-2010-col1.jpg,534,266,630,540,unlabeled
Wycliffe-005-001r-2010-col1.jpg,534,540,630,770,unlabeled
Wycliffe-005-001r-2010-col1.jpg,534,770,630,878,unlabeled
Wycliffe-005-001r-2010-col1.jpg,534,878,630,965,unlabeled
Wycliffe-005-001r-2010-col1.jpg,534,965,630,1259,unlabeled
